# timestamp tx ty tz qx qy qz qw
1403715275.162142992 1.104766 -0.168308 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.212143183 1.104766 -0.168308 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.262142897 1.104766 -0.168308 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.312143087 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.362143040 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.412142992 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.462142944 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.512143135 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.562143087 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.612143040 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.662142992 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.712143183 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.762142897 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.812143087 1.104766 -0.168307 1.124250 0.000000 0.000000 0.000000 1.000000
1403715275.862143040 1.104766 -0.168308 1.124251 0.000000 0.000000 0.000000 1.000000
1403715275.912142992 1.104765 -0.168308 1.124253 0.000000 0.000000 0.000000 1.000000
1403715275.962142944 1.104765 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.012143135 1.104764 -0.168309 1.124261 0.000000 0.000000 0.000000 1.000000
1403715276.062143087 1.104764 -0.168309 1.124261 0.000000 0.000000 0.000000 1.000000
1403715276.112143040 1.104765 -0.168308 1.124260 0.000000 0.000000 0.000000 1.000000
1403715276.162142992 1.104765 -0.168308 1.124259 0.000000 0.000000 0.000000 1.000000
1403715276.212143183 1.104765 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.262142897 1.104765 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.312143087 1.104765 -0.168308 1.124257 0.000000 0.000000 0.000000 1.000000
1403715276.362143040 1.104765 -0.168308 1.124257 0.000000 0.000000 0.000000 1.000000
1403715276.412142992 1.104766 -0.168308 1.124257 0.000000 0.000000 0.000000 1.000000
1403715276.462142944 1.104766 -0.168308 1.124257 0.000000 0.000000 0.000000 1.000000
1403715276.512143135 1.104765 -0.168308 1.124259 0.000000 0.000000 0.000000 1.000000
1403715276.562143087 1.104765 -0.168308 1.124260 0.000000 0.000000 0.000000 1.000000
1403715276.612143040 1.104764 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.662142992 1.104764 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.712143183 1.104765 -0.168308 1.124258 0.000000 0.000000 0.000000 1.000000
1403715276.762142897 1.104766 -0.168308 1.124259 0.000000 0.000000 0.000000 1.000000
1403715276.812143087 1.104766 -0.168308 1.124260 0.000000 0.000000 0.000000 1.000000
1403715276.862143040 1.104766 -0.168308 1.124260 0.000000 0.000000 0.000000 1.000000
1403715276.912142992 1.104765 -0.168308 1.124263 0.000000 0.000000 0.000000 1.000000
1403715276.962142944 1.104765 -0.168309 1.124267 0.000000 0.000000 0.000000 1.000000
1403715277.012143135 1.104764 -0.168309 1.124269 0.000000 0.000000 0.000000 1.000000
1403715277.062143087 1.104765 -0.168309 1.124269 0.000000 0.000000 0.000000 1.000000
1403715277.112143040 1.104765 -0.168309 1.124270 0.000000 0.000000 0.000000 1.000000
1403715277.162142992 1.104766 -0.168308 1.124270 0.000000 0.000000 0.000000 1.000000
1403715277.212143183 1.104766 -0.168309 1.124271 0.000000 0.000000 0.000000 1.000000
1403715277.262142897 1.104765 -0.168309 1.124271 0.000000 0.000000 0.000000 1.000000
1403715277.312143087 1.104765 -0.168309 1.124271 0.000000 0.000000 0.000000 1.000000
1403715277.362143040 1.104765 -0.168309 1.124270 0.000000 0.000000 0.000000 1.000000
1403715277.412142992 1.104765 -0.168309 1.124270 0.000000 0.000000 0.000000 1.000000
1403715277.462142944 1.104764 -0.168309 1.124272 0.000000 0.000000 0.000000 1.000000
1403715277.512143135 1.104764 -0.168309 1.124271 0.000000 0.000000 0.000000 1.000000
1403715277.562143087 1.104765 -0.168309 1.124273 0.000000 0.000000 0.000000 1.000000
1403715277.612143040 1.104764 -0.168309 1.124274 0.000000 0.000000 0.000000 1.000000
1403715277.662142992 1.104764 -0.168309 1.124275 0.000000 0.000000 0.000000 1.000000
1403715277.712143183 1.104764 -0.168310 1.124276 0.000000 0.000000 0.000000 1.000000
1403715277.762142897 1.104763 -0.168310 1.124277 0.000000 0.000000 0.000000 1.000000
1403715277.812143087 1.104765 -0.168309 1.124277 0.000000 0.000000 0.000000 1.000000
1403715277.862143040 1.104761 -0.168311 1.124276 0.000000 0.000000 0.000000 1.000000
1403715277.912142992 1.104761 -0.168310 1.124274 0.000000 0.000000 0.000000 1.000000
1403715277.962142944 1.104761 -0.168310 1.124274 0.000000 0.000000 0.000000 1.000000
1403715278.012143135 1.104760 -0.168311 1.124273 0.000000 0.000000 0.000000 1.000000
1403715278.062143087 1.104761 -0.168310 1.124271 0.000000 0.000000 0.000000 1.000000
1403715278.112143040 1.104761 -0.168310 1.124272 0.000000 0.000000 0.000000 1.000000
1403715278.162142992 1.104764 -0.168309 1.124273 0.000000 0.000000 0.000000 1.000000
1403715278.212143183 1.104765 -0.168309 1.124273 0.000000 0.000000 0.000000 1.000000
1403715278.262142897 1.104762 -0.168310 1.124277 0.000000 0.000000 0.000000 1.000000
1403715278.312143087 1.104755 -0.168313 1.124281 0.000000 0.000000 0.000000 1.000000
1403715278.362143040 1.104742 -0.168318 1.124287 0.000000 0.000000 0.000000 1.000000
1403715278.412142992 1.104727 -0.168323 1.124292 0.000000 0.000000 0.000000 1.000000
1403715278.462142944 1.104712 -0.168329 1.124305 0.000000 0.000000 0.000000 1.000000
1403715278.512143135 1.104692 -0.168337 1.124329 0.000000 0.000000 0.000000 1.000000
1403715278.562143087 1.104663 -0.168350 1.124381 0.000000 0.000000 0.000000 1.000000
1403715278.612143040 1.104628 -0.168365 1.124451 0.000000 0.000000 0.000000 1.000000
1403715278.662142992 1.104593 -0.168381 1.124519 0.000000 0.000000 0.000000 1.000000
1403715278.712143183 1.107945 -0.167005 1.123361 0.000000 0.000000 0.000000 1.000000
1403715278.762142897 1.109774 -0.166255 1.122774 0.000000 0.000000 0.000000 1.000000
1403715278.812143087 1.110768 -0.165848 1.122500 0.000000 0.000000 0.000000 1.000000
1403715278.862143040 1.111302 -0.165631 1.122405 0.000000 0.000000 0.000000 1.000000
1403715278.912142992 1.111533 -0.165455 1.125592 0.000000 0.000000 0.000000 1.000000
1403715278.962142944 1.111650 -0.165363 1.127387 0.000000 0.000000 0.000000 1.000000
1403715279.012143135 1.111706 -0.165317 1.128406 0.000000 0.000000 0.000000 1.000000
1403715279.062143087 1.111730 -0.165295 1.128985 0.000000 0.000000 0.000000 1.000000
1403715279.112143040 1.111733 -0.165286 1.129315 0.000000 0.000000 0.000000 1.000000
1403715279.162142992 1.111734 -0.165281 1.129490 0.000000 0.000000 0.000000 1.000000
1403715279.212143183 1.111734 -0.165279 1.129579 0.000000 0.000000 0.000000 1.000000
1403715279.262142897 1.111734 -0.165277 1.129618 0.000000 0.000000 0.000000 1.000000
1403715279.312143087 1.111733 -0.165276 1.129626 0.000000 0.000000 0.000000 1.000000
1403715279.362143040 1.111727 -0.165276 1.129616 0.000000 0.000000 0.000000 1.000000
1403715279.412142992 1.111714 -0.165279 1.129607 0.000000 0.000000 0.000000 1.000000
1403715279.462142944 1.111706 -0.165281 1.129592 0.000000 0.000000 0.000000 1.000000
1403715279.512143135 1.111697 -0.165283 1.129580 0.000000 0.000000 0.000000 1.000000
1403715279.562143087 1.111689 -0.165285 1.129567 0.000000 0.000000 0.000000 1.000000
1403715279.612143040 1.111684 -0.165286 1.129559 0.000000 0.000000 0.000000 1.000000
1403715279.662142992 1.111682 -0.165287 1.129558 0.000000 0.000000 0.000000 1.000000
1403715279.712143183 1.111680 -0.165288 1.129567 0.000000 0.000000 0.000000 1.000000
1403715279.762142897 1.111676 -0.165290 1.129579 0.000000 0.000000 0.000000 1.000000
1403715279.812143087 1.111673 -0.165291 1.129591 0.000000 0.000000 0.000000 1.000000
1403715279.862143040 1.111672 -0.165292 1.129606 0.000000 0.000000 0.000000 1.000000
1403715279.912142992 1.111671 -0.165293 1.129619 0.000000 0.000000 0.000000 1.000000
1403715279.962142944 1.111674 -0.165292 1.129618 0.000000 0.000000 0.000000 1.000000
1403715280.012143135 1.111683 -0.165288 1.129587 0.000000 0.000000 0.000000 1.000000
1403715280.062143087 1.111700 -0.165280 1.129529 0.000000 0.000000 0.000000 1.000000
1403715280.112143040 1.111718 -0.165271 1.129465 0.000000 0.000000 0.000000 1.000000
1403715280.162142992 1.111735 -0.165263 1.129411 0.000000 0.000000 0.000000 1.000000
1403715280.212143183 1.111754 -0.165254 1.129352 0.000000 0.000000 0.000000 1.000000
1403715280.262142897 1.111781 -0.165242 1.129280 0.000000 0.000000 0.000000 1.000000
1403715280.312143087 1.111785 -0.165241 1.129283 0.000000 0.000000 0.000000 1.000000
1403715280.362143040 1.111767 -0.165249 1.129327 0.000000 0.000000 0.000000 1.000000
1403715280.412142992 1.111728 -0.165264 1.129387 0.000000 0.000000 0.000000 1.000000
1403715280.462142944 1.111691 -0.165279 1.129437 0.000000 0.000000 0.000000 1.000000
1403715280.512143135 1.115068 -0.163792 1.128498 0.000000 0.000000 0.000000 1.000000
1403715280.562143087 1.116061 -0.159571 1.126796 0.000000 0.000000 0.000000 1.000000
1403715280.612143040 1.116583 -0.157257 1.125879 0.000000 0.000000 0.000000 1.000000
1403715280.662142992 1.116827 -0.155998 1.125398 0.000000 0.000000 0.000000 1.000000
1403715280.712143183 1.116913 -0.155321 1.125161 0.000000 0.000000 0.000000 1.000000
1403715280.762142897 1.116902 -0.154966 1.125054 0.000000 0.000000 0.000000 1.000000
1403715280.812143087 1.116834 -0.154791 1.125017 0.000000 0.000000 0.000000 1.000000
1403715280.862143040 1.116736 -0.154713 1.125024 0.000000 0.000000 0.000000 1.000000
1403715280.912142992 1.116618 -0.154690 1.125052 0.000000 0.000000 0.000000 1.000000
1403715280.962142944 1.116503 -0.154693 1.125088 0.000000 0.000000 0.000000 1.000000
1403715281.012143135 1.116399 -0.154708 1.125129 0.000000 0.000000 0.000000 1.000000
1403715281.062143087 1.116303 -0.154728 1.125165 0.000000 0.000000 0.000000 1.000000
1403715281.112143040 1.116221 -0.154748 1.125199 0.000000 0.000000 0.000000 1.000000
1403715281.162142992 1.116153 -0.154767 1.125231 0.000000 0.000000 0.000000 1.000000
1403715281.212143183 1.116095 -0.154783 1.125259 0.000000 0.000000 0.000000 1.000000
1403715281.262142897 1.116042 -0.154799 1.125285 0.000000 0.000000 0.000000 1.000000
1403715281.312143087 1.115985 -0.154817 1.125308 0.000000 0.000000 0.000000 1.000000
1403715281.362143040 1.115921 -0.154836 1.125330 0.000000 0.000000 0.000000 1.000000
1403715281.412142992 1.115848 -0.154859 1.125352 0.000000 0.000000 0.000000 1.000000
1403715281.462142944 1.115759 -0.154887 1.125379 0.000000 0.000000 0.000000 1.000000
1403715281.512143135 1.115656 -0.154919 1.125411 0.000000 0.000000 0.000000 1.000000
1403715281.562143087 1.115535 -0.154957 1.125445 0.000000 0.000000 0.000000 1.000000
1403715281.612143040 1.112505 -0.155732 1.126866 0.000000 0.000000 0.000000 1.000000
1403715281.662142992 1.110768 -0.156181 1.127673 0.000000 0.000000 0.000000 1.000000
1403715281.712143183 1.109734 -0.156453 1.128142 0.000000 0.000000 0.000000 1.000000
1403715281.762142897 1.109088 -0.156627 1.128425 0.000000 0.000000 0.000000 1.000000
1403715281.812143087 1.108652 -0.156749 1.128608 0.000000 0.000000 0.000000 1.000000
1403715281.862143040 1.108331 -0.156842 1.128742 0.000000 0.000000 0.000000 1.000000
1403715281.912142992 1.108071 -0.156919 1.128843 0.000000 0.000000 0.000000 1.000000
1403715281.962142944 1.107852 -0.156986 1.128931 0.000000 0.000000 0.000000 1.000000
1403715282.012143135 1.107657 -0.157047 1.129010 0.000000 0.000000 0.000000 1.000000
1403715282.062143087 1.107479 -0.157103 1.129085 0.000000 0.000000 0.000000 1.000000
1403715282.112143040 1.107305 -0.157159 1.129156 0.000000 0.000000 0.000000 1.000000
1403715282.162142992 1.107142 -0.157211 1.129225 0.000000 0.000000 0.000000 1.000000
1403715282.212143183 1.106980 -0.157263 1.129295 0.000000 0.000000 0.000000 1.000000
1403715282.262142897 1.106824 -0.157313 1.129362 0.000000 0.000000 0.000000 1.000000
1403715282.312143087 1.106680 -0.157360 1.129430 0.000000 0.000000 0.000000 1.000000
1403715282.362143040 1.106542 -0.157405 1.129500 0.000000 0.000000 0.000000 1.000000
1403715282.412142992 1.103575 -0.154959 1.129043 0.000000 0.000000 0.000000 1.000000
1403715282.462142944 1.101890 -0.153631 1.128826 0.000000 0.000000 0.000000 1.000000
1403715282.512143135 1.100911 -0.152917 1.128742 0.000000 0.000000 0.000000 1.000000
1403715282.562143087 1.100324 -0.152539 1.128731 0.000000 0.000000 0.000000 1.000000
1403715282.612143040 1.099958 -0.152345 1.128762 0.000000 0.000000 0.000000 1.000000
1403715282.662142992 1.100374 -0.149634 1.127376 0.000000 0.000000 0.000000 1.000000
1403715282.712143183 1.101448 -0.145602 1.125096 0.000000 0.000000 0.000000 1.000000
1403715282.762142897 1.102010 -0.143392 1.123876 0.000000 0.000000 0.000000 1.000000
1403715282.812143087 1.102285 -0.142186 1.123239 0.000000 0.000000 0.000000 1.000000
1403715282.862143040 1.102403 -0.141532 1.122925 0.000000 0.000000 0.000000 1.000000
1403715282.912142992 1.102434 -0.141181 1.122791 0.000000 0.000000 0.000000 1.000000
1403715282.962142944 1.102417 -0.140998 1.122753 0.000000 0.000000 0.000000 1.000000
1403715283.012143135 1.102377 -0.140905 1.122769 0.000000 0.000000 0.000000 1.000000
1403715283.062143087 1.102325 -0.140862 1.122815 0.000000 0.000000 0.000000 1.000000
1403715283.112143040 1.102267 -0.140847 1.122878 0.000000 0.000000 0.000000 1.000000
1403715283.162142992 1.102211 -0.140845 1.122950 0.000000 0.000000 0.000000 1.000000
1403715283.212143183 1.102157 -0.140850 1.123028 0.000000 0.000000 0.000000 1.000000
1403715283.262142897 1.102098 -0.140861 1.123107 0.000000 0.000000 0.000000 1.000000
1403715283.312143087 1.102038 -0.140874 1.123190 0.000000 0.000000 0.000000 1.000000
1403715283.362143040 1.101977 -0.140889 1.123274 0.000000 0.000000 0.000000 1.000000
1403715283.412142992 1.101905 -0.140907 1.123356 0.000000 0.000000 0.000000 1.000000
1403715283.462142944 1.101829 -0.140927 1.123438 0.000000 0.000000 0.000000 1.000000
1403715283.512143135 1.101736 -0.140952 1.123513 0.000000 0.000000 0.000000 1.000000
1403715283.562143087 1.101632 -0.140979 1.123581 0.000000 0.000000 0.000000 1.000000
1403715283.612143040 1.101524 -0.141008 1.123640 0.000000 0.000000 0.000000 1.000000
1403715283.662142992 1.101425 -0.141035 1.123686 0.000000 0.000000 0.000000 1.000000
1403715283.712143183 1.101346 -0.141056 1.123727 0.000000 0.000000 0.000000 1.000000
1403715283.762142897 1.101290 -0.141071 1.123761 0.000000 0.000000 0.000000 1.000000
1403715283.812143087 1.101258 -0.141079 1.123790 0.000000 0.000000 0.000000 1.000000
1403715283.862143040 1.101240 -0.141084 1.123814 0.000000 0.000000 0.000000 1.000000
1403715283.912142992 1.101235 -0.141085 1.123839 0.000000 0.000000 0.000000 1.000000
1403715283.962142944 1.101240 -0.141084 1.123861 0.000000 0.000000 0.000000 1.000000
1403715284.012143135 1.099870 -0.141687 1.120894 0.000000 0.000000 0.000000 1.000000
1403715284.062143087 1.099119 -0.142019 1.119230 0.000000 0.000000 0.000000 1.000000
1403715284.112143040 1.098714 -0.142200 1.118280 0.000000 0.000000 0.000000 1.000000
1403715284.162142992 1.098511 -0.142295 1.117723 0.000000 0.000000 0.000000 1.000000
1403715284.212143183 1.099045 -0.142121 1.114624 0.000000 0.000000 0.000000 1.000000
1403715284.262142897 1.099383 -0.142014 1.112910 0.000000 0.000000 0.000000 1.000000
1403715284.312143087 1.099614 -0.141943 1.111968 0.000000 0.000000 0.000000 1.000000
1403715284.362143040 1.099778 -0.141894 1.111449 0.000000 0.000000 0.000000 1.000000
1403715284.412142992 1.099875 -0.141866 1.111144 0.000000 0.000000 0.000000 1.000000
1403715284.462142944 1.099931 -0.141851 1.110958 0.000000 0.000000 0.000000 1.000000
1403715284.512143135 1.099962 -0.141843 1.110837 0.000000 0.000000 0.000000 1.000000
1403715284.562143087 1.099995 -0.141835 1.110742 0.000000 0.000000 0.000000 1.000000
1403715284.612143040 1.100032 -0.141827 1.110662 0.000000 0.000000 0.000000 1.000000
1403715284.662142992 1.100060 -0.141821 1.110591 0.000000 0.000000 0.000000 1.000000
1403715284.712143183 1.100089 -0.141815 1.110532 0.000000 0.000000 0.000000 1.000000
1403715284.762142897 1.100122 -0.141808 1.110488 0.000000 0.000000 0.000000 1.000000
1403715284.812143087 1.100133 -0.141805 1.110479 0.000000 0.000000 0.000000 1.000000
1403715284.862143040 1.100132 -0.141804 1.110499 0.000000 0.000000 0.000000 1.000000
1403715284.912142992 1.100126 -0.141805 1.110540 0.000000 0.000000 0.000000 1.000000
1403715284.962142944 1.097724 -0.138932 1.111402 0.000000 0.000000 0.000000 1.000000
1403715285.012143135 1.096392 -0.137352 1.111934 0.000000 0.000000 0.000000 1.000000
1403715285.062143087 1.095640 -0.136485 1.112292 0.000000 0.000000 0.000000 1.000000
1403715285.112143040 1.095192 -0.136015 1.112559 0.000000 0.000000 0.000000 1.000000
1403715285.162142992 1.093024 -0.133132 1.113203 0.000000 0.000000 0.000000 1.000000
1403715285.212143183 1.091779 -0.131556 1.113618 0.000000 0.000000 0.000000 1.000000
1403715285.262142897 1.089245 -0.128053 1.114425 0.000000 0.000000 0.000000 1.000000
1403715285.312143087 1.087806 -0.126135 1.114922 0.000000 0.000000 0.000000 1.000000
1403715285.362143040 1.086971 -0.125089 1.115243 0.000000 0.000000 0.000000 1.000000
1403715285.412142992 1.086475 -0.124520 1.115454 0.000000 0.000000 0.000000 1.000000
1403715285.462142944 1.087752 -0.127511 1.113093 0.000000 0.000000 0.000000 1.000000
1403715285.512143135 1.088447 -0.129156 1.111820 0.000000 0.000000 0.000000 1.000000
1403715285.562143087 1.088830 -0.130060 1.111143 0.000000 0.000000 0.000000 1.000000
1403715285.612143040 1.089032 -0.130558 1.110791 0.000000 0.000000 0.000000 1.000000
1403715285.662142992 1.090302 -0.130561 1.114034 0.000000 0.000000 0.000000 1.000000
1403715285.712143183 1.091002 -0.130561 1.115845 0.000000 0.000000 0.000000 1.000000
1403715285.762142897 1.093338 -0.130362 1.119827 0.000000 0.000000 0.000000 1.000000
1403715285.812143087 1.094622 -0.130252 1.122061 0.000000 0.000000 0.000000 1.000000
1403715285.862143040 1.095295 -0.130198 1.123313 0.000000 0.000000 0.000000 1.000000
1403715285.912142992 1.097448 -0.133795 1.125189 0.000000 0.000000 0.000000 1.000000
1403715285.962142944 1.096662 -0.135663 1.128878 0.000000 0.000000 0.000000 1.000000
1403715286.012143135 1.094476 -0.136749 1.133912 0.000000 0.000000 0.000000 1.000000
1403715286.062143087 1.093242 -0.137354 1.136693 0.000000 0.000000 0.000000 1.000000
1403715286.112143040 1.092543 -0.137690 1.138246 0.000000 0.000000 0.000000 1.000000
1403715286.162142992 1.092219 -0.137361 1.142482 0.000000 0.000000 0.000000 1.000000
1403715286.212143183 1.092037 -0.137181 1.144823 0.000000 0.000000 0.000000 1.000000
1403715286.262142897 1.093148 -0.136176 1.149209 0.000000 0.000000 0.000000 1.000000
1403715286.312143087 1.093744 -0.135628 1.151644 0.000000 0.000000 0.000000 1.000000
1403715286.362143040 1.094057 -0.135329 1.153015 0.000000 0.000000 0.000000 1.000000
1403715286.412142992 1.094211 -0.135169 1.153793 0.000000 0.000000 0.000000 1.000000
1403715286.462142944 1.094275 -0.135085 1.154250 0.000000 0.000000 0.000000 1.000000
1403715286.512143135 1.094249 -0.134285 1.157959 0.000000 0.000000 0.000000 1.000000
1403715286.562143087 1.094219 -0.133848 1.160035 0.000000 0.000000 0.000000 1.000000
1403715286.612143040 1.094191 -0.133611 1.161214 0.000000 0.000000 0.000000 1.000000
1403715286.662142992 1.094162 -0.133483 1.161917 0.000000 0.000000 0.000000 1.000000
1403715286.712143183 1.094134 -0.133416 1.162369 0.000000 0.000000 0.000000 1.000000
1403715286.762142897 1.091015 -0.130788 1.162134 0.000000 0.000000 0.000000 1.000000
1403715286.812143087 1.085973 -0.127560 1.162683 0.000000 0.000000 0.000000 1.000000
1403715286.862143040 1.081525 -0.122518 1.164624 0.000000 0.000000 0.000000 1.000000
1403715286.912142992 1.079034 -0.119754 1.165711 0.000000 0.000000 0.000000 1.000000
1403715286.962142944 1.077255 -0.114336 1.168330 0.000000 0.000000 0.000000 1.000000
1403715287.012143135 1.076245 -0.111362 1.169791 0.000000 0.000000 0.000000 1.000000
1403715287.062143087 1.075669 -0.109731 1.170616 0.000000 0.000000 0.000000 1.000000
1403715287.112143040 1.075329 -0.108838 1.171095 0.000000 0.000000 0.000000 1.000000
1403715287.162142992 1.071267 -0.108819 1.171292 0.000000 0.000000 0.000000 1.000000
1403715287.212143183 1.071283 -0.108055 1.174257 0.000000 0.000000 0.000000 1.000000
1403715287.262142897 1.071286 -0.107634 1.175928 0.000000 0.000000 0.000000 1.000000
1403715287.312143087 1.071288 -0.107402 1.176887 0.000000 0.000000 0.000000 1.000000
1403715287.362143040 1.071286 -0.107275 1.177441 0.000000 0.000000 0.000000 1.000000
1403715287.412142992 1.071283 -0.107204 1.177764 0.000000 0.000000 0.000000 1.000000
1403715287.462142944 1.071281 -0.107165 1.177961 0.000000 0.000000 0.000000 1.000000
1403715287.512143135 1.071278 -0.107143 1.178087 0.000000 0.000000 0.000000 1.000000
1403715287.562143087 1.071271 -0.107132 1.178178 0.000000 0.000000 0.000000 1.000000
1403715287.612143040 1.071258 -0.107126 1.178256 0.000000 0.000000 0.000000 1.000000
1403715287.662142992 1.071214 -0.103046 1.179980 0.000000 0.000000 0.000000 1.000000
1403715287.712143183 1.070593 -0.097016 1.183044 0.000000 0.000000 0.000000 1.000000
1403715287.762142897 1.070224 -0.093702 1.184792 0.000000 0.000000 0.000000 1.000000
1403715287.812143087 1.067856 -0.088601 1.185887 0.000000 0.000000 0.000000 1.000000
1403715287.862143040 1.064077 -0.085956 1.189077 0.000000 0.000000 0.000000 1.000000
1403715287.912142992 1.061953 -0.084504 1.190927 0.000000 0.000000 0.000000 1.000000
1403715287.962142944 1.058500 -0.083728 1.194379 0.000000 0.000000 0.000000 1.000000
1403715288.012143135 1.056549 -0.083304 1.196383 0.000000 0.000000 0.000000 1.000000
1403715288.062143087 1.053703 -0.079633 1.197514 0.000000 0.000000 0.000000 1.000000
1403715288.112143040 1.049545 -0.077623 1.200705 0.000000 0.000000 0.000000 1.000000
1403715288.162142992 1.047220 -0.076517 1.202536 0.000000 0.000000 0.000000 1.000000
1403715288.212143183 1.043837 -0.075808 1.206292 0.000000 0.000000 0.000000 1.000000
1403715288.262142897 1.041940 -0.075420 1.208407 0.000000 0.000000 0.000000 1.000000
1403715288.312143087 1.040859 -0.075208 1.209610 0.000000 0.000000 0.000000 1.000000
1403715288.362143040 1.040235 -0.075093 1.210301 0.000000 0.000000 0.000000 1.000000
1403715288.412142992 1.039872 -0.075031 1.210703 0.000000 0.000000 0.000000 1.000000
1403715288.462142944 1.039659 -0.074997 1.210940 0.000000 0.000000 0.000000 1.000000
1403715288.512143135 1.039532 -0.074979 1.211085 0.000000 0.000000 0.000000 1.000000
1403715288.562143087 1.039456 -0.074969 1.211172 0.000000 0.000000 0.000000 1.000000
1403715288.612143040 1.039413 -0.074963 1.211229 0.000000 0.000000 0.000000 1.000000
1403715288.662142992 1.039385 -0.074960 1.211267 0.000000 0.000000 0.000000 1.000000
1403715288.712143183 1.039366 -0.074958 1.211297 0.000000 0.000000 0.000000 1.000000
